"721","Air Force","1","Hall","Chad","RB","JR","83738"
"721","Air Force","10","Zanotti","Adam","DB","SR","75596"
"721","Air Force","11","Giannini","Bobby","DB","JR","76492"
"721","Air Force","12","Moffett","Mike","WR","SO","130159"
"721","Air Force","13","Harrison","Ryan","K","SO","130160"
"721","Air Force","14","Smith","Shea","QB","SO","130161"
"721","Air Force","15","Ollis","Jim","QB","JR","83750"
"721","Air Force","16","Daniels","Tommy","QB","SO","130162"
"721","Air Force","17","McCarthy","Kip","RB","JR","83745"
"721","Air Force","18","Handley","Justin","RB","SR","75569"
"721","Air Force","19","Paffett","Ty","RB","JR","83751"
"721","Air Force","19","Team","","","","66680"
"721","Air Force","2","Bird","Carson","DB","JR","78207"
"721","Air Force","20","Hill","Dan","DB","FR","130315"
"721","Air Force","20","Chism","Matt","DB","SO","130163"
"721","Air Force","21","Williams","Ryan","RB","JR","83763"
"721","Air Force","22","Suder","Beau","RB","SR","75588"
"721","Air Force","23","Kirchoff","Aaron","DB","SO","130164"
"721","Air Force","24","Smith","Chad","RB","JR","83758"
"721","Air Force","25","Newell","Todd","RB","JR","83748"
"721","Air Force","26","Baxley","Jared","DB","SR","75552"
"721","Air Force","27","Eaton","Trey","DB","SO","130165"
"721","Air Force","28","Wells","Charles","DB","JR","83762"
"721","Air Force","29","Huckins","Chris","DB","SR","75571"
"721","Air Force","3","Smith","Nathan","DB","JR","83759"
"721","Air Force","30","Rivers","Kevin","DB","SO","130166"
"721","Air Force","31","Phillips","Daylan","RB","SO","130167"
"721","Air Force","32","Altman","Hunter","DB","SO","130168"
"721","Air Force","33","Fowler","Drew","LB","JR","83735"
"721","Air Force","34","Thomas","Chris","DB","FR","130316"
"721","Air Force","34","Curry","Kellen","DB","SO","130169"
"721","Air Force","35","Burney","","","","131575"
"721","Air Force","35","Jones","Joshua","OL","JR","76493"
"721","Air Force","36","Meissen","Brad","DB","SR","75580"
"721","Air Force","37","Norman","Tony","OL","JR","83749"
"721","Air Force","38","Davis","Matt","RB","SO","130171"
"721","Air Force","39","Rybak","Garrett","DB","JR","83756"
"721","Air Force","4","Madrid","Julian","DB","JR","76490"
"721","Air Force","40","Peeples","Scott","RB","JR","83752"
"721","Air Force","41","Barlow","","","","131490"
"721","Air Force","42","Keller","Joey","LB","SR","75572"
"721","Air Force","44","Urbanovsky","Brady","LB","SO","130172"
"721","Air Force","44","Mcclain","","","","131491"
"721","Air Force","47","Sasser","Zach","K","SR","130173"
"721","Air Force","48","Reeves","Brandon","LB","SO","130174"
"721","Air Force","49","McKain","Andrew","LB","SO","130175"
"721","Air Force","5","Carney","Shaun","QB","JR","76491"
"721","Air Force","52","Randle","Austin","LB","JR","130176"
"721","Air Force","53","Ryan","Ben","LB","JR","130177"
"721","Air Force","54","Jones","Bryan","OL","SR","83739"
"721","Air Force","55","Perez","Gilberto","DL","SR","75583"
"721","Air Force","56","Marvin","","","","131373"
"721","Air Force","57","Charles","","","","131584"
"721","Air Force","58","Casteel","Joshua","OL","SO","130178"
"721","Air Force","59","Crump","Thomas","OL","SR","83733"
"721","Air Force","6","Sutton","Chris","DB","SR","75590"
"721","Air Force","60","Perlow","Stuart","OL","SR","83753"
"721","Air Force","61","Dohallow","Tyler","OL","SR","75560"
"721","Air Force","62","Grantham","Curtis","OL","SR","75566"
"721","Air Force","63","Pipes","Andrew","OL","SO","130180"
"721","Air Force","64","Guenther","Blaine","OL","JR","83737"
"721","Air Force","69","Morris","Caleb","OL","JR","77384"
"721","Air Force","7","Root","Mart","WR","JR","84748"
"721","Air Force","70","Zeman","Ryan","OL","JR","83765"
"721","Air Force","72","Kraay","Robert","OL","SR","75577"
"721","Air Force","73","Holder","Dan","OL","JR","130181"
"721","Air Force","78","Gilbertson","Garrett","DL","SO","130182"
"721","Air Force","79","Williams","Keith","DL","SO","130183"
"721","Air Force","8","Kendrick","Jacobe","RB","SR","75573"
"721","Air Force","80","Hemphill","","","","131478"
"721","Air Force","80","McKnight","Ross","WR","SO","130184"
"721","Air Force","81","Thompson","Victor","WR","SR","83761"
"721","Air Force","82","Krogh","Michael","TE","JR","130185"
"721","Air Force","83","Armstrong","Spencer","WR","SO","130186"
"721","Air Force","84","Bohlman","Jeff","DL","SO","130187"
"721","Air Force","85","Madsen","Keith","TE","SO","130188"
"721","Air Force","86","Evans","Chris","TE","JR","83743"
"721","Air Force","87","Carp","Christopher","P","SR","75557"
"721","Air Force","88","Dekker","Travis","TE","JR","83734"
"721","Air Force","89","Garguile","Noah","DL","JR","83744"
"721","Air Force","9","Rabold","John","DB","JR","83754"
"721","Air Force","90","Monson","Chris","TE","JR","83746"
"721","Air Force","91","Kemp","Ryan","DL","SO","130189"
"721","Air Force","92","Nan","David","DL","SO","130190"
"721","Air Force","93","Gonzales","Ryan","DL","FR","131234"
"721","Air Force","93","Greenaway","Brendan","K","SR","75568"
"721","Air Force","94","Schelstrate","Anthony","DL","SO","130191"
"721","Air Force","95","Paulson","Jake","DL","SO","130192"
"721","Air Force","96","Thomas","Grant","DL","SR","75591"
"721","Air Force","97","Clayton","Josh","DL","JR","83742"
"721","Air Force","98","Harwell","Colin","K","JR","130193"
"721","Air Force","99","Quinn","Kevin","DL","SR","75584"
"5","Akron","1","Patterson","Marcus","WR","JR","72948"
"5","Akron","10","Pace","Chevin","DB","JR","56597"
"5","Akron","11","Jacquemain","Chris","QB","FR","85471"
"5","Akron","12","Arthur","Jabari","WR","JR","62905"
"5","Akron","13","DeScott","DeAndre","DB","FR","85462"
"5","Akron","14","Long","Johnny","WR","JR","72962"
"5","Akron","15","Flaherty","Brian","TE","SO","72960"
"5","Akron","16","Getsy","Luke","QB","SR","85466"
"5","Akron","17","Williams","Brandon","WR","JR","72964"
"5","Akron","18","Lindsay","Jermaine","WR","FR","85475"
"5","Akron","19","Mackey","John","DB","JR","56595"
"5","Akron","19","Team","","","","66540"
"5","Akron","2","Harvey","David","WR","FR","120715"
"5","Akron","20","Corner","Reggie","DB","SR","56609"
"5","Akron","21","Jones","Andre","DB","SO","120717"
"5","Akron","22","Magloire","Mitchell","LB","SO","120702"
"5","Akron","23","Etienne","Rodney","DB","FR","85465"
"5","Akron","25","Cruz","Jose","TE","FR","120711"
"5","Akron","26","Allen","Alex","RB","SO","85455"
"5","Akron","27","Cobham","Wayne","DB","FR","120710"
"5","Akron","28","Anderson","Brandon","DB","SO","85457"
"5","Akron","29","Walker","Andre","RB","JR","72956"
"5","Akron","3","Kennedy","Dennis","RB","SO","72963"
"5","Akron","30","Grant","Kevin","LB","SO","72942"
"5","Akron","31","Bell","Matt","DB","FR","120730"
"5","Akron","32","Tuzze","Joe","RB","FR","85491"
"5","Akron","33","McDaniel","Joe","RB","SO","72946"
"5","Akron","34","Reed","Aaris","RB","FR","120703"
"5","Akron","35","McMillion","Bryant","RB","FR","85477"
"5","Akron","37","Nedd","Jason","DB","SR","56596"
"5","Akron","38","Stec","John","P","FR","120705"
"5","Akron","39","Domonkos","Matt","K","JR","85464"
"5","Akron","3A","Hakes","Sean","QB","FR","120713"
"5","Akron","4","Fuqua","Stephon","DB","SO","72961"
"5","Akron","40","Laube","Evan","DB","FR","85474"
"5","Akron","41","Morefield","Levon","LB","FR","120724"
"5","Akron","43","Stokes","Brion","LB","JR","72953"
"5","Akron","45","Ivelijic","Igor","K","FR","120716"
"5","Akron","46","Kabir","Amin","DB","FR","120701"
"5","Akron","47","Balaam","Al-Teric","LB","FR","85459"
"5","Akron","48","Petit-Frere","Tevlin","DL","FR","120720"
"5","Akron","49","Giachetti","Jason","LB","SR","60701"
"5","Akron","4A","Jordan","Wes","WR","FR","120700"
"5","Akron","5","Tate","Davanzo","DB","JR","85489"
"5","Akron","50","Siler","Ray","LB","JR","85488"
"5","Akron","51","Bates","Elliott","OL","FR","85461"
"5","Akron","52","Alphonse","Michael","LB","FR","85456"
"5","Akron","53","Baker","Mickey","WR","SO","120708"
"5","Akron","54","Williams","Doug","DL","JR","72954"
"5","Akron","55","Cecchetti","Jared","DL","JR","72941"
"5","Akron","56","McPherson","Clarence","DL","SO","85478"
"5","Akron","57","Alleman","Andy","OL","SR","85454"
"5","Akron","58","Benjamin","Jemall","LB","SO","72937"
"5","Akron","59","Butler","Brandon","LB","JR","62907"
"5","Akron","6","Davis","Delvin","DB","FR","120712"
"5","Akron","61","Harclerode","Dan","OL","SO","120714"
"5","Akron","62","Legger","Nick","DL","SO","120723"
"5","Akron","63","Wills","Andy","OL","SR","45320"
"5","Akron","64","Holley","Jim","OL","JR","60706"
"5","Akron","65","Truax","Craig","OL","FR","85490"
"5","Akron","68","Schepp","Mike","OL","JR","56600"
"5","Akron","6A","Hildreth","Andy","P","SO","72965"
"5","Akron","7","McNeal","Parris","DB","SR","72947"
"5","Akron","70","Brewster","Garrett","DL","SO","72938"
"5","Akron","71","Ward","Mike","OL","FR","120706"
"5","Akron","72","Crouch","Tim","OL","SR","45321"
"5","Akron","73","Donaldson","Mike","OL","SR","45322"
"5","Akron","74","Kemme","Chris","OL","SO","85472"
"5","Akron","75","Woods","Corey","OL","FR","120707"
"5","Akron","77","Huebner","Keith","OL","FR","85468"
"5","Akron","78","Anderson","Zack","OL","FR","85458"
"5","Akron","79","Sekinger","Jason","OL","FR","120722"
"5","Akron","7A","Jackson","Carlton","QB","FR","85469"
"5","Akron","8","Dixon","Yamari","DB","JR","56032"
"5","Akron","80","McClain","Jon","K","SR","131316"
